Area,Unit,Y1961,Y1962,Y1963,Y1964,Y1965,Y1966,Y1967,Y1968,Y1969,Y1970,Y1971,Y1972,Y1973,Y1974,Y1975,Y1976,Y1977,Y1978,Y1979,Y1980,Y1981,Y1982,Y1983,Y1984,Y1985,Y1986,Y1987,Y1988,Y1989,Y1990,Y1991,Y1992,Y1993,Y1994,Y1995,Y1996,Y1997,Y1998,Y1999,Y2000,Y2001,Y2002,Y2003,Y2004,Y2005,Y2006,Y2007,Y2008,Y2009,Y2010,Y2011,Y2012,Y2013
Mauritius,1000 persons,679.045,698.303,717.415,735.86,753.285,769.553,784.78,799.1360000000001,812.946,826.441,839.5980000000001,852.4,865.169,878.355,892.211,906.929,922.32,937.821,952.5880000000001,966.0310000000001,978.069,988.8919999999999,998.6310000000001,1007.5010000000001,1015.762,1023.279,1030.178,1037.26,1045.5919999999999,1055.868,1068.4389999999999,1082.9560000000001,1098.5919999999999,1114.137,1128.673,1141.948,1154.14,1165.2830000000001,1175.5739999999998,1185.145,1193.917,1201.812,1208.994,1215.677,1222.003,1228.089,1233.889,1239.262,1243.991,1247.955,1251.08,1253.488,1255.452
Mayotte,1000 persons,25.241,26.535,27.879,29.219,30.526,31.783,33.01,34.251,35.554,36.969,38.513000000000005,40.196,41.955,43.733999999999995,45.483000000000004,47.18600000000001,48.891999999999996,50.698,52.746,55.137,57.907,61.038999999999994,64.491,68.20100000000001,72.104,76.184,80.44800000000001,84.946,89.70700000000001,94.78399999999999,100.166,105.82700000000001,111.64299999999999,117.462,123.181,128.75799999999998,134.216,139.579,144.94,150.33100000000002,155.754,161.205,166.72099999999998,172.33900000000003,178.09799999999998,184.03099999999998,190.09599999999998,196.274,202.49900000000002,208.718,214.928,221.142,227.378
Mexico,1000 persons,38966.056000000004,40195.318999999996,41462.369,42771.079000000005,44123.852999999996,45519.737,46956.208,48431.972,49945.279,51493.565,53076.373,54689.943,56324.303,57966.804000000004,59607.953,61242.19,62869.903,64494.869000000006,66123.897,67761.372,69407.62400000001,71058.65400000001,72709.299,74352.631,75983.485,77599.098,79200.08099999999,80788.72099999999,82368.931,83943.132,85512.623,87075.138,88625.44,90156.4,91663.285,93147.04400000001,94611.002,96056.321,97484.832,98899.845,100298.153,101684.758,103081.02,104514.93199999999,106005.20300000001,107560.153,109170.502,110815.271,112463.88699999999,114092.963,115695.47300000001,117274.155,118827.161
Micronesia (Federated States of),1000 persons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.77,101.389,103.915,106.03,107.529,108.321,108.48,108.208,107.781,107.402,107.17299999999999,107.03,106.90100000000001,106.625,106.12899999999999,105.37100000000001,104.444,103.54299999999999,102.975,102.911,103.45,104.506,105.926
Monaco,1000 persons,22.808000000000003,23.039,23.168000000000003,23.236,23.281999999999996,23.305,23.291999999999998,23.304000000000002,23.346,23.484,23.721,24.051,24.439,24.836,25.198,25.524,25.809,26.087,26.394000000000002,26.745,27.162,27.627,28.096999999999998,28.51,28.831999999999997,29.041,29.168000000000003,29.229,29.305,29.438000000000002,29.622,29.865,30.146,30.435,30.715999999999998,30.995,31.28,31.555999999999997,31.844,32.147,32.47,32.806,33.153,33.5,33.843,34.19,34.525,34.872,35.226,35.611999999999995,36.024,36.46,36.900999999999996
Mongolia,1000 persons,982.178,1011.324,1042.383,1074.514,1107.124,1139.961,1173.191,1207.104,1242.214,1278.825,1317.05,1356.67,1397.3039999999999,1438.425,1479.651,1520.865,1562.2089999999998,1603.906,1646.2910000000002,1689.622,1733.475,1777.727,1823.2160000000001,1871.09,1921.881,1976.31,2033.344,2089.715,2141.011,2184.145,2217.917,2243.495,2263.186,2280.479,2298.02,2316.5679999999998,2335.734,2355.6639999999998,2376.225,2397.4179999999997,2419.5879999999997,2443.271,2468.762,2496.391,2526.424,2558.856,2593.82,2631.8979999999997,2673.796,2719.8959999999997,2770.361,2824.698,2881.7909999999997
Montenegro,1000 persons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,617.86,619.555,621.32,622.939,624.275,625.27,625.925,626.345
Montserrat,1000 persons,11.734000000000002,11.652000000000001,11.671,11.705,11.725999999999999,11.7,11.655,11.600999999999999,11.556,11.534,11.517000000000001,11.522,11.533,11.559000000000001,11.58,11.610999999999999,11.648,11.675999999999998,11.669,11.607000000000001,11.481,11.307,11.107000000000001,10.932,10.792,10.704,10.659,10.638,10.632,10.615,10.632,10.661,10.600999999999999,10.362,9.847999999999999,9.015,7.93,6.7410000000000005,5.692,4.928999999999999,4.53,4.425,4.535,4.705,4.835,4.8919999999999995,4.91,4.901,4.891,4.899,4.917,4.93,4.944
Morocco,1000 persons,12710.581,13094.888,13478.423,13857.649,14230.163,14595.35,14954.031,15307.273000000001,15656.843,16004.731000000002,16350.881000000001,16696.891,17048.518,17413.144,17796.164,18198.843999999997,18620.093,19059.77,19516.942,19990.012,20479.715,20984.009,21495.086,22002.642999999996,22499.11,22980.335,23447.252,23903.592,24355.619,24807.462000000003,25260.404,25711.406000000003,26155.202999999998,26584.478,26994.25,27383.472999999998,27754.571,28110.443,28455.509,28793.679,29126.33,29454.767999999996,29782.884,30115.214,30455.561,30804.682999999997,31163.673,31536.811,31929.087000000003,32343.389,32781.852999999996,33241.9,33715.703
Mozambique,1000 persons,7342.111,7507.303000000001,7679.4580000000005,7857.104,8039.215,8225.921,8417.702,8614.447,8816.056999999999,9022.741,9232.655,9446.24,9668.657,9906.965,10165.215,10443.953000000001,10738.533000000001,11041.204,11341.402,11630.194,11913.088,12189.823999999999,12439.761999999999,12636.116000000002,12764.386999999999,12808.558,12786.348999999998,12758.008,12805.946000000002,12987.292,13328.032,13806.001,14370.946000000002,14948.048,15483.286,15960.442,16397.183,16813.949,17244.188000000002,17711.927,18221.888,18764.155,19331.1,19910.552,20493.925,21080.11,21673.316000000003,22276.596,22894.71,23531.574,24187.494,24862.664,25560.755
Myanmar,1000 persons,22211.624,22697.667,23198.241,23717.787999999997,24259.359,24823.94,25410.06,26015.248,26635.849,27269.069,27913.75,28570.097,29238.167999999998,29918.461,30611.095,31314.341,32026.742000000002,32748.784,33481.396,34224.312999999995,34976.462,35734.272000000004,36491.8,37241.527,37977.086,38698.482,39404.335,40085.651,40731.426,41335.199,41890.197,42401.684,42890.002,43383.428,43901.598,44452.206,45027.233,45611.22,46181.077000000005,46719.700999999994,47225.12,47702.170999999995,48148.902,48564.484000000004,48949.924000000006,49301.05,49621.475,49929.642,50250.367,50600.818,50990.617,51413.704000000005,51852.468
Namibia,1000 persons,649.279,665.115,681.637,698.796,716.584,734.867,753.688,773.422,794.5880000000001,817.4689999999999,842.3539999999999,868.9580000000001,896.2660000000001,922.903,947.921,971.1210000000001,992.956,1014.057,1035.381,1057.7269999999999,1080.941,1105.104,1131.632,1162.279,1198.1480000000001,1239.928,1286.797,1336.536,1386.01,1432.905,1476.388,1516.9579999999999,1555.101,1591.8220000000001,1627.865,1663.378,1698.0320000000002,1731.639,1763.859,1794.5710000000001,1823.672,1851.523,1879.1170000000002,1907.745,1938.32,1971.317,2006.514,2043.394,2081.044,2118.874,2156.698,2194.783,2233.508
Nauru,1000 persons,4.632,4.944,5.275,5.5920000000000005,5.856,6.067,6.223,6.337000000000001,6.441,6.5520000000000005,6.678,6.803,6.928,7.058,7.175,7.2860000000000005,7.399,7.502999999999999,7.6160000000000005,7.7410000000000005,7.875,8.017999999999999,8.171,8.328,8.501,8.683,8.865,9.062000000000001,9.277999999999999,9.505,9.764,10.03,10.287,10.498,10.628,10.672,10.647,10.565,10.449000000000002,10.337,10.215,10.102,9.994,9.902000000000001,9.849,9.828,9.842,9.891,9.939,10.005,10.07,10.14,10.209
Nepal,1000 persons,10267.264000000001,10433.145,10604.621000000001,10783.966999999999,10972.912,11172.528999999999,11382.966999999999,11603.928,11834.653999999999,12074.626,12323.982,12583.14,12852.206,13131.26,13420.368999999999,13719.471000000001,14028.536,14347.641000000001,14676.928999999998,15016.402,15367.23,15729.431,16100.617,16477.473,16858.31,17239.673,17623.693,18020.753,18445.028000000002,18905.478,19405.504,19938.32,20489.975,21040.904,21576.071,22090.352000000003,22584.775,23057.882999999998,23509.964,23941.11,24347.106,24725.627,25080.872000000003,25419.343999999997,25744.5,26066.693,26382.581000000002,26666.576,26883.535,27013.212000000003,27041.22,26989.162999999997,26916.792999999998
Netherlands,1000 persons,11606.402,11766.726,11928.361,12089.385,12248.344,12404.193000000001,12556.839,12706.787,12855.007,13001.943000000001,13147.931999999999,13291.873,13431.181999999999,13562.438,13683.291000000001,13793.11,13892.917,13984.06,14068.593,14148.415,14223.763,14295.216999999999,14365.385,14437.506000000001,14513.948999999999,14595.755,14682.649,14774.038,14868.655,14965.448,15064.518999999998,15165.862,15268.006000000001,15369.12,15467.851,15563.255,15655.475,15745.646999999999,15835.523000000001,15926.188,16018.114,16110.355,16200.951000000001,16287.181999999999,16367.158000000001,16440.096999999998,16506.655,16568.104,16626.373,16682.917,16738.193,16791.84,16843.502
Netherlands Antilles (former),1000 persons,146.00799999999998,147.90200000000002,149.841,151.953,154.321,156.981,159.898,162.977,166.003,168.912,171.68599999999998,174.33,176.71400000000003,178.74599999999998,180.333,181.417,182.141,182.61900000000003,183.234,184.15900000000002,185.354,186.797,188.80700000000002,191.804,195.954,201.49099999999999,208.153,215.079,221.079,225.36,227.595,228.078,227.199,225.613,223.83700000000002,221.97400000000002,220.02599999999998,218.16,216.574,215.459,214.832,214.774,215.551,217.5,220.768,225.554,231.665,238.47,245.157,251.11599999999999,256.155,260.348,263.872
New Caledonia,1000 persons,80.584,83.21799999999999,85.905,88.579,91.2,93.686,96.071,98.609,101.62,105.324,109.83,114.984,120.432,125.64200000000001,130.264,134.173,137.47,140.273,142.768,145.144,147.405,149.535,151.626,153.747,155.982,158.346,160.872,163.657,166.787,170.33599999999998,174.33599999999998,178.75900000000001,183.48,188.365,193.293,198.24,203.187,208.05599999999998,212.77599999999998,217.269,221.493,225.482,229.24400000000003,232.88299999999998,236.442,239.93,243.331,246.695,250.085,253.52700000000002,257.05400000000003,260.653,264.242
New Zealand,1000 persons,2424.0660000000003,2477.199,2530.173,2580.53,2626.645,2667.0820000000003,2702.676,2736.827,2774.367,2818.387,2870.822,2929.6859999999997,2989.409,3042.177,3082.633,3108.57,3122.406,3128.9559999999997,3135.297,3146.619,3164.828,3188.539,3215.7290000000003,3243.0359999999996,3268.236,3290.304,3310.743,3332.792,3360.9570000000003,3398.172,3446.17,3503.1809999999996,3564.4640000000004,3623.2790000000005,3674.9359999999997,3717.349,3752.362,3783.974,3818.131,3858.9990000000003,3907.933,3963.2059999999997,4022.0690000000004,4080.438,4135.355,4185.888,4233.045999999999,4278.155,4323.337,4370.062,4418.678,4468.457,4518.515
Nicaragua,1000 persons,1829.7779999999998,1887.425,1946.234,2006.481,2068.381,2131.976,2197.298,2264.623,2334.279,2406.513,2481.341,2558.699,2638.699,2721.415,2806.857,2894.972,2985.489,3077.866,3171.408,3265.5190000000002,3360.14,3455.123,3549.711,3642.9759999999997,3734.341,3823.13,3909.671,3995.533,4082.958,4173.434,4267.568,4364.512,4462.497,4559.005999999999,4652.185,4741.5779999999995,4827.661,4910.647,4991.04,5069.302,5145.366,5219.3279999999995,5292.118,5364.935,5438.69,5513.763000000001,5590.055,5667.432,5745.526,5824.065,5903.039000000001,5982.526,6062.456999999999
Niger,1000 persons,3486.3259999999996,3588.228,3693.98,3802.803,3914.117,4027.9629999999997,4144.592000000001,4263.927,4385.927,4510.644,4637.988,4768.227,4902.151,5040.798,5184.941,5335.085,5491.153,5652.651999999999,5818.763000000001,5989.004,6163.705,6343.523,6528.641,6719.309,6915.996999999999,7118.883000000001,7328.943,7548.433000000001,7780.245,8026.590999999999,8288.735,8566.77,8860.287,9168.312,9490.288,9826.598,10178.201,10545.716,10929.918,11331.556999999999,11751.365,12189.983,12647.983999999999,13125.916000000001,13624.466999999999,14143.971000000001,14685.399,15250.908000000001,15843.133,16464.025,17114.766,17795.21,18504.281000000003
Nigeria,1000 persons,46063.562999999995,47029.822,48032.934,49066.76,50127.920999999995,51217.973,52342.233,53506.195999999996,54717.039000000004,55982.144,57296.983,58665.808,60114.625,61677.177,63374.297999999995,65221.378,67203.128,69271.917,71361.131,73423.633,75440.50200000001,77427.546,79414.84,81448.755,83562.785,85766.399,88048.03199999999,90395.271,92788.02699999999,95212.45,97667.632,100161.71,102700.75300000001,105293.7,107948.335,110668.79400000001,113457.663,116319.759,119260.06300000001,122283.85,125394.046,128596.076,131900.631,135320.422,138865.016,142538.30800000002,146339.97699999998,150269.62300000002,154324.93300000002,158503.197,162805.077,167228.794,171765.81600000002
Niue,1000 persons,4.875,4.931,4.9830000000000005,5.045,5.098,5.151,5.207999999999999,5.237,5.218,5.135,4.9639999999999995,4.724,4.449,4.191,3.9760000000000004,3.807,3.6860000000000004,3.5989999999999998,3.511,3.404,3.2689999999999997,3.127,2.9810000000000003,2.841,2.719,2.609,2.521,2.45,2.383,2.329,2.2880000000000003,2.258,2.2359999999999998,2.205,2.165,2.124,2.0669999999999997,2.01,1.956,1.899,1.854,1.791,1.755,1.715,1.683,1.661,1.643,1.635,1.6280000000000001,1.618,1.62,1.61,1.6119999999999999
North Macedonia,1000 persons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1988.6589999999999,1984.0279999999998,1981.703,1983.2520000000002,1989.443,1999.598,2012.057,2024.394,2034.819,2042.842,2048.928,2053.426,2057.048,2060.2729999999997,2063.131,2065.426,2067.313,2069.0389999999998,2070.741,2072.487,2074.278,2076.067
Northern Mariana Islands,1000 persons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.666000000000004,46.476000000000006,45.758,45.364,45.87,47.521,50.056000000000004,52.997,55.636,57.453,58.321000000000005,58.42,57.946999999999996,57.246,56.542,55.882,55.218999999999994,54.625,54.193000000000005,53.971000000000004,54.012,54.31100000000001,54.784
Norway,1000 persons,3611.1459999999997,3639.21,3667.113,3695.408,3724.4629999999997,3754.362,3784.868,3815.637,3846.184,3876.06,3905.2690000000002,3933.725,3960.802,3985.741,4008.031,4027.475,4044.33,4059.183,4072.868,4086.0759999999996,4098.973,4111.657,4124.585,4138.268,4153.105,4169.322,4186.968,4205.965999999999,4226.122,4247.285,4269.471,4292.683,4316.788,4341.615,4366.995,4393.209,4420.262,4447.486,4474.004,4499.367,4523.145,4546.019,4570.106,4598.214,4632.3640000000005,4672.994000000001,4719.402,4771.019,4826.848,4885.878,4948.33,5013.709,5079.455
Oman,1000 persons,564.893,578.823,593.504,608.889,625.009,642.001,660.1139999999999,679.595,700.7289999999999,723.8510000000001,748.9680000000001,776.38,806.9860000000001,841.95,882.047,927.436,977.804,1032.799,1091.8519999999999,1154.377,1220.585,1290.111,1361.0870000000002,1431.07,1498.418,1561.185,1619.8629999999998,1678.11,1741.156,1812.161,1893.7679999999998,1983.275,2072.104,2148.419,2204.277,2236.654,2249.762,2251.864,2254.904,2267.973,2294.962,2334.8579999999997,2386.166,2445.5170000000003,2511.251,2580.758,2657.158,2750.9629999999997,2876.1859999999997,3041.434,3251.1079999999997,3498.0290000000005,3764.8059999999996
Pacific Islands Trust Territory,1000 persons,81.277,83.667,86.12799999999999,88.76,91.536,94.557,97.742,100.95299999999999,103.959,106.617,108.87700000000001,110.84200000000001,112.662,114.494,116.53200000000001,118.77600000000001,121.24600000000001,124.17299999999999,127.8,132.31799999999998,137.753,144.023,150.983,158.447,166.22099999999998,174.317,182.65200000000002,190.75799999999998,198.12599999999998,204.382,,,,,,,,,,,,,,,,,,,,,,,
Pakistan,1000 persons,46065.231,47198.878,48387.301,49627.623,50917.975,52260.189000000006,53655.789000000004,55102.684,56598.144,58142.06,59734.481,61381.987,63099.405999999995,64905.998,66816.87700000001,68834.326,70958.16900000001,73197.258,75561.131,78054.343,80680.459,83431.605,86285.935,89213.70599999999,92191.51,95215.37800000001,98285.755,101389.603,104512.881,107647.921,110778.648,113911.12599999999,117086.685,120362.76199999999,123776.839,127349.29,131057.431,134843.233,138624.62099999998,142343.578,145978.402,149549.7,153093.37300000002,156664.697,160304.008,164022.62699999998,167808.105,171648.986,175525.609,179424.641,183340.174,187280.129,191260.806
Palau,1000 persons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.440999999999999,15.856,16.29,16.717,17.164,17.593,18.014,18.41,18.776,19.105,19.386,19.637,19.809,19.867,19.781,19.54,19.158,18.704,18.285,17.955,17.745,17.64,17.605999999999998
Palestine,1000 persons,1096.756,1128.576,1159.396,1181.893,1191.379,1184.973,1165.75,1142.229,1126.365,1126.629,1146.307,1182.425,1229.365,1278.565,1323.8020000000001,1363.618,1400.119,1434.995,1471.142,1510.713,1554.182,1600.9470000000001,1650.924,1703.805,1759.5339999999999,1817.979,1879.75,1946.376,2019.83,2101.446,2191.002,2287.6620000000003,2391.396,2501.979,2618.6679999999997,2742.532,2872.006,3000.62,3119.864,3224.0029999999997,3309.91,3380.164,3441.865,3505.323,3577.961,3662.422,3756.46,3856.679,3957.67,4055.631,4149.649,4241.573,4333.523
Panama,1000 persons,1167.113,1202.4489999999998,1238.889,1276.3310000000001,1314.6770000000001,1353.842,1393.825,1434.6689999999999,1476.481,1519.285,1563.0929999999998,1607.796,1653.2120000000002,1699.0539999999999,1745.138,1791.38,1837.8,1884.424,1931.3039999999999,1978.487,2025.971,2073.757,2121.86,2170.325,2219.201,2268.5,2318.264,2368.551,2419.426,2470.947,2523.118,2575.9539999999997,2629.58,2684.116,2739.6679999999997,2796.2909999999997,2853.913,2912.316,2971.196,3030.328,3089.6479999999997,3149.188,3209.048,3269.3559999999998,3330.217,3391.6659999999997,3453.675,3516.204,3579.215,3642.687,3706.4829999999997,3770.6259999999997,3835.435
Papua New Guinea,1000 persons,2297.0589999999997,2340.3520000000003,2385.946,2434.223,2485.437,2539.674,2596.82,2656.633,2718.8109999999997,2783.1209999999996,2849.532,2918.139,2989.202,3063.0490000000004,3139.945,3219.829,3302.633,3388.618,3478.1,3571.205,3668.1040000000003,3768.4829999999997,3871.492,3975.9559999999997,4081.03,4186.499,4292.563,4399.3240000000005,4506.991,4615.839,4725.5470000000005,4836.217000000001,4949.0509999999995,5065.661,5187.06,5314.2480000000005,5446.641,5581.762,5716.161,5847.585999999999,5974.629,6098.621,6223.3769999999995,6354.245,6494.903,6646.895,6808.514,6976.201,7144.776,7310.507,7472.1990000000005,7631.001,7788.38
Paraguay,1000 persons,1954.5479999999998,2006.67,2060.339,2115.567,2172.306,2230.741,2290.798,2351.925,2413.396,2474.763,2535.873,2597.154,2659.421,2723.812,2791.241,2861.867,2935.712,3013.282,3095.145,3181.625,3272.9120000000003,3368.7729999999997,3468.535,3571.272,3676.21,3783.074,3891.7340000000004,4001.6809999999996,4112.3859999999995,4223.415,4334.345,4445.016,4555.521,4666.094,4776.843,4887.6320000000005,4998.1,5107.839,5216.349,5323.201,5428.444,5531.9619999999995,5632.983,5730.549,5824.096,5913.209,5998.427,6081.295999999999,6163.972,6248.02,6333.976,6421.513000000001,6510.276
Peru,1000 persons,10446.62,10749.466,11062.3,11383.373,11711.392,12045.787,12386.878999999999,12735.486,13092.851999999999,13459.794,13836.367,14221.961000000001,14615.845,15017.055,15424.743999999999,15838.572,16258.321000000002,16683.456000000002,17113.388,17547.61,17985.393,18426.415,18870.993000000002,19319.746,19772.872,20230.384,20691.283,21153.459,21614.193,22071.432999999997,22522.377999999997,22966.818,23408.131,23851.408,24299.16,24753.824,25210.953999999998,25658.062,26078.292999999998,26459.944,26799.285,27100.967999999997,27372.226000000002,27624.213,27866.145,28102.056,28333.052000000003,28562.317000000003,28792.655,29027.674,29264.318,29506.787999999997,29773.987
Philippines,1000 persons,27161.047000000002,28077.339,29012.625,29958.688,30909.987999999998,31864.182,32823.968,33795.193999999996,34786.305,35803.594,36849.675,37923.396,39022.767,40144.248,41285.742,42446.653,43629.412000000004,44838.483,46079.85,47357.742999999995,48672.837999999996,50023.562999999995,51408.912000000004,52827.04,54275.822,55755.355,57263.835999999996,58795.001,60340.767,61895.16,63454.78599999999,65020.115999999995,66593.90400000001,68180.859,69784.088,71401.74900000001,73030.884,74672.01400000001,76325.927,77991.755,79672.87299999999,81365.258,83051.97099999999,84710.54199999999,86326.25,87888.675,89405.48199999999,90901.965,92414.15800000001,93966.78,95570.05,97212.64300000001,98871.555
Poland,1000 persons,30015.601000000002,30389.347,30736.494,31059.455,31360.907000000003,31641.037999999997,31901.689,32149.542999999998,32393.142999999996,32639.257999999998,32890.383,33147.072,33411.589,33685.777,33970.724,34266.1,34571.226,34885.803,35209.25,35539.72,35878.454,36221.542,36555.779,36863.948,37133.87,37359.523,37544.331,37697.356,37832.566,37960.193,38082.948,38197.587,38301.35,38389.467000000004,38458.638,38509.666,38544.841,38564.195,38567.854,38556.693,38529.582,38488.647000000004,38441.824,38399.558,38368.949,38354.45,38353.337999999996,38356.786,38351.916,38329.781,38286.831,38227.044,38158.041
Portugal,1000 persons,8869.985999999999,8888.513,8896.271999999999,8888.225,8862.28,8814.786,8750.858,8687.876,8649.253,8651.34,8699.997,8789.101999999999,8907.926,9039.975,9172.241,9302.298,9431.043,9552.604,9660.746,9750.964,9820.872,9870.823,9902.997,9921.241,9929.184000000001,9926.416,9914.065999999999,9899.198,9890.822,9895.364,9916.049,9951.303,9996.64,10045.044,10091.325,10134.02,10174.563,10214.052,10254.49,10297.112,10341.454,10385.987,10429.612,10470.921,10508.495,10542.83,10573.143,10595.313999999998,10604.056,10596.058,10569.38,10526.308,10473.021
Puerto Rico,1000 persons,2333.658,2378.374,2425.3520000000003,2469.5660000000003,2507.5370000000003,2537.57,2561.04,2581.387,2603.712,2631.7070000000003,2666.1620000000003,2705.8340000000003,2749.855,2796.663,2844.927,2894.6740000000004,2945.8509999999997,2996.828,3045.6,3090.691,3131.4990000000003,3168.343,3201.865,3233.175,3263.179,3291.742,3318.8340000000003,3345.5759999999996,3373.3779999999997,3403.1540000000005,3435.2529999999997,3469.0679999999998,3503.472,3536.795,3567.696,3596.0879999999997,3621.8990000000003,3643.679,3659.723,3668.96,3670.296,3664.328,3653.658,3642.006,3631.889,3623.78,3616.34,3608.032,3596.54,3579.841,3559.861,3536.572,3503.8579999999997
Qatar,1000 persons,51.42100000000001,56.262,61.716,67.566,73.633,79.846,86.302,93.211,100.883,109.514,119.414,130.5,142.186,153.621,164.32,173.72099999999998,182.31799999999998,191.951,205.171,223.632,247.988,277.226,309.306,341.272,370.89,397.74,422.148,443.605,461.69,476.278,487.353,495.395,501.47900000000004,507.041,513.442,522.531,535.321,551.562,570.489,592.4680000000001,615.012,640.868,681.788,753.334,865.416,1022.711,1218.434,1436.665,1654.95,1856.3270000000002,2035.871,2196.073,2336.574
Republic of Korea,1000 persons,26084.031000000003,26812.086,27517.543999999998,28209.731,28895.557999999997,29572.556,30236.697,30891.965,31543.835,32195.681,32850.72,33506.523,34154.087,34780.882000000005,35378.661,35942.029,36475.413,36992.187999999995,37511.315,38045.607,38602.289,39175.212,39747.794,40296.227999999996,40804.402,41265.113,41686.56,42086.662000000004,42491.198,42918.419,43373.151,43848.218,44335.028,44820.073,45292.522000000004,45751.022000000004,46196.054000000004,46620.691,47016.957,47379.240999999995,47706.224,47999.547,48260.897000000004,48493.441,48701.073,48880.450999999994,49034.81,49182.456,49347.460999999996,49545.636,49786.15900000001,50060.639,50345.717000000004
Republic of Moldova,1000 persons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4376.793,4371.146,4358.785,4340.597,4316.223,4286.472,4254.835999999999,4225.829000000001,4202.657999999999,4187.093,4178.23,4173.274,4167.959,4159.293,4146.265,4130.1359999999995,4112.891,4097.518,4086.0809999999997,4079.164,4075.808,4074.591
Réunion,1000 persons,345.405,355.42900000000003,366.07800000000003,377.791,390.775,405.29,420.98800000000006,436.69,450.74,462.025,470.119,475.473,478.91,481.689,484.777,488.349,492.286,496.911,502.5,509.265,517.413,526.9490000000001,537.4,548.141,558.6990000000001,568.9169999999999,578.938,588.986,599.4540000000001,610.582,622.418,634.793,647.5880000000001,660.563,673.541,686.4630000000001,699.299,711.992,724.4839999999999,736.71,748.658,760.258,771.3839999999999,781.8639999999999,791.5980000000001,800.54,808.73,816.318,823.5219999999999,830.5189999999999,837.335,843.9839999999999,850.5139999999999
Romania,1000 persons,18780.202,18924.157,19059.938000000002,19207.135,19379.568,19582.335,19810.615,20055.971,20305.354,20548.911,20783.546000000002,21011.137000000002,21232.621,21450.41,21665.642999999996,21879.086,22087.896,22285.507,22463.307999999997,22615.639,22737.209,22830.554,22907.302000000003,22983.967999999997,23071.273999999998,23175.057999999997,23288.4,23393.73,23466.407000000003,23489.16,23456.644,23375.822,23256.956000000002,23115.811,22964.754,22805.702999999998,22637.604,22466.286,22298.125,22137.418999999998,21989.35,21853.272999999997,21720.407000000003,21577.885,21417.291,21234.305,21034.189,20829.517,20637.991,20471.863999999998,20336.718,20227.468999999997,20132.776
Russian Federation,1000 persons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148268.581,148373.58,148349.441,148227.466,148020.84699999998,147730.019,147360.604,146915.915,146404.90300000002,145830.721,145215.7,144610.88199999998,144080.643,143672.116,143403.256,143266.212,143248.764,143326.913,143479.274,143703.025,143993.892,144325.449
Rwanda,1000 persons,2998.325,3052.9359999999997,3105.4190000000003,3164.263,3235.531,3321.679,3420.895,3529.843,3643.237,3757.3579999999997,3871.4390000000003,3987.224,4106.407,4231.5779999999995,4364.706,4506.109,4655.383,4812.872,4978.817,5153.312,5329.2519999999995,5504.842,5690.98,5902.843000000001,6146.891,6443.751,6779.983,7088.191,7276.985,7288.882,7083.935,6702.244000000001,6263.757,5936.2609999999995,5836.495,6013.107,6419.901,6962.802,7501.234,7933.681,8231.155999999999,8427.06,8557.161,8680.524,8840.215,9043.337,9273.757,9524.534,9782.77,10039.338,10293.331,10549.673,10811.538
Saint Barthélemy,1000 persons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.343,9.439,9.537
"Saint Helena, Ascension and Tristan da Cunha",1000 persons,5.352,5.33,5.317,5.311,5.327999999999999,5.369,5.426,5.504,5.601,5.692,5.7989999999999995,5.919,6.028,6.1370000000000005,6.235,6.327000000000001,6.4,6.4639999999999995,6.519,6.582000000000001,6.656000000000001,6.709,6.761,6.797999999999999,6.817,6.822,6.7989999999999995,6.766,6.7170000000000005,6.647,6.572,6.486000000000001,6.395,6.314,6.247000000000001,6.206,6.178999999999999,6.157,6.125,6.0489999999999995,5.939,5.801,5.644,5.49,5.364,5.263,5.186,5.143,5.142,5.183,5.28,5.414,5.584
Saint Kitts and Nevis,1000 persons,51.192,50.963,50.525,49.931000000000004,49.214,48.358000000000004,47.381,46.397,45.534,44.883,44.49,44.32,44.31100000000001,44.328,44.272,44.143,43.942,43.708,43.455,43.205,42.96,42.728,42.482,42.199,41.86600000000001,41.479,41.041000000000004,40.641,40.354,40.259,40.379,40.696999999999996,41.135,41.617,42.074,42.475,42.854,43.221000000000004,43.614,44.074,44.599,45.165,45.746,46.324,46.857,47.339,47.778,48.185,48.599,49.016000000000005,49.446999999999996,49.887,50.331
Saint Lucia,1000 persons,90.71600000000001,91.891,93.211,94.63600000000001,96.134,97.715,99.365,101.035,102.59700000000001,104.015,105.24700000000001,106.31,107.32,108.391,109.62700000000001,111.06700000000001,112.685,114.4,116.13600000000001,117.822,119.43,120.988,122.564,124.292,126.244,128.44899999999998,130.856,133.36700000000002,135.78799999999998,138.02,139.995,141.76,143.409,145.083,146.87,148.834,150.91299999999998,153.02100000000002,154.995,156.72899999999998,158.179,159.392,160.53,161.816,163.417,165.38099999999997,167.639,170.011,172.22099999999998,174.085,175.544,176.646,177.513
